species,fb,wall,orn,shape,volume,genus,family,order,class,phylum
Pluteus.podospileus,Gilled,Thin,No,1.238095238,140.7089897,Pluteus,Pluteaceae,Agaricales,Agaricomycetes,Basidiomycota
Pluteus.semibulbosus,Gilled,Thin,No,1.227272727,160.3684875,Pluteus,Pluteaceae,Agaricales,Agaricomycetes,Basidiomycota
Polydesmia.pruinosa,Discoid,Thin,No,3.888888889,278.3254742,Polydesmia,Hyaloscyphaceae,Helotiales,Leotiomycetes,Ascomycota
Postia.caesia,Pileate,Thin,No,3.4,9.012443925,Postia,Fomitopsidaceae,Polyporales,Agaricomycetes,Basidiomycota
Postia.fragilis,Pileate,Thin,No,3.516129032,10.28370903,Postia,Fomitopsidaceae,Polyporales,Agaricomycetes,Basidiomycota
Postia.guttulata,Pileate,Thin,No,1.75,19.00035237,Postia,Fomitopsidaceae,Polyporales,Agaricomycetes,Basidiomycota
Postia.leucomallella,Pileate,Thin,No,3.516129032,10.28370903,Postia,Fomitopsidaceae,Polyporales,Agaricomycetes,Basidiomycota
Postia.ptychogaster,Resupinate,Thick,No,1.914893617,19.51812611,Postia,Fomitopsidaceae,Polyporales,Agaricomycetes,Basidiomycota
Postia.rennyi,Resupinate,Thick,No,1.811320755,26.47420129,Postia,Fomitopsidaceae,Polyporales,Agaricomycetes,Basidiomycota
Postia.sericeomollis,Resupinate,Thick,No,1.976190476,14.37396449,Postia,Fomitopsidaceae,Polyporales,Agaricomycetes,Basidiomycota
Postia.tephroleuca,Pileate,Thin,No,3.166666667,8.393942871,Postia,Fomitopsidaceae,Polyporales,Agaricomycetes,Basidiomycota
Postia.undosa,Pileate,Thin,No,3.290322581,9.623287347,Postia,Fomitopsidaceae,Polyporales,Agaricomycetes,Basidiomycota
Propolis.farinosa,Discoid,Thin,No,3.583333333,607.8981785,Propolis,Rhytismataceae,Rhytismatales,Leotiomycetes,Ascomycota
Propolis.sp1.,Discoid,Thin,No,2.7,2120.575041,Propolis,Rhytismataceae,Rhytismatales,Leotiomycetes,Ascomycota
Protodontia.piceicola,Resupinate,Thin,No,1.125,56.54866776,Protodontia,Exidiaceae,Auriculariales,Agaricomycetes,Basidiomycota
Protodontia.subgelatinosa,Resupinate,Thin,No,1.368421053,115.1835494,Protodontia,Exidiaceae,Auriculariales,Agaricomycetes,Basidiomycota
Protounguicularia.transiens,Discoid,Thin,No,3.555555556,31.80862562,Protounguicularia,Hyaloscyphaceae,Helotiales,Leotiomycetes,Ascomycota
Pseudocosmospora.vilior,Pyrenoid,Thin,Yes,2.380952381,270.594211,Pseudocosmospora,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota
Pseudographis.pinicola,Discoid,Thick,No,5.222222222,2990.010808,Pseudographis,Triblidiaceae,Triblidiales,Leotiomycetes,Ascomycota
Pseudohydnum.gelatinosum,Pileate,Thin,No,1.136363636,148.4893403,Pseudohydnum,Exidiaceae,Auriculariales,Agaricomycetes,Basidiomycota
Pseudoplectania.nigrella,Discoid,Thin,No,1,1045.364955,Pseudoplectania,Sarcosomataceae,Pezizales,Pezizomycetes,Ascomycota
Pseudotomentella.flavovirens,Resupinate,Thick,Yes,1,215.6899706,Pseudotomentella,Thelephoraceae,Thelephorales,Agaricomycetes,Basidiomycota
Pseudotomentella.griseopergamacea,Resupinate,Thick,Yes,1,526.1554102,Pseudotomentella,Thelephoraceae,Thelephorales,Agaricomycetes,Basidiomycota
Pseudotomentella.humicola,Resupinate,Thick,Yes,1,269.39157,Pseudotomentella,Thelephoraceae,Thelephorales,Agaricomycetes,Basidiomycota
Pseudotomentella.mucidula,Resupinate,Thick,Yes,1,331.3398502,Pseudotomentella,Thelephoraceae,Thelephorales,Agaricomycetes,Basidiomycota
Pseudotomentella.nigra,Resupinate,Thick,Yes,1,572.5552611,Pseudotomentella,Thelephoraceae,Thelephorales,Agaricomycetes,Basidiomycota
Pseudotomentella.tristis,Resupinate,Thick,Yes,1.142857143,307.8760801,Pseudotomentella,Thelephoraceae,Thelephorales,Agaricomycetes,Basidiomycota
Psilocistella.cf.conincola,Discoid,Thin,No,2.363636364,38.60722847,Psilocistella,Hyaloscyphaceae,Helotiales,Leotiomycetes,Ascomycota
Psilocistella.obsoleta,Discoid,Thin,No,2.6,3.988350049,Psilocistella,Hyaloscyphaceae,Helotiales,Leotiomycetes,Ascomycota
Psilocistella.sp.tummakarva,Discoid,Thin,No,3.095238095,22.51343835,Psilocistella,Hyaloscyphaceae,Helotiales,Leotiomycetes,Ascomycota
Psilocistella.sp2.,Discoid,Thin,No,3.925,197.2920186,Psilocistella,Hyaloscyphaceae,Helotiales,Leotiomycetes,Ascomycota
Psilocistella.sp3.,Discoid,Thin,No,3.642857143,7.850840041,Psilocistella,Hyaloscyphaceae,Helotiales,Leotiomycetes,Ascomycota
Psilocistella.sp4.,Discoid,Thin,No,4.266666667,11.30973355,Psilocistella,Hyaloscyphaceae,Helotiales,Leotiomycetes,Ascomycota
Psilocistella.sp5.,Discoid,Thin,No,3.03030303,85.52985999,Psilocistella,Hyaloscyphaceae,Helotiales,Leotiomycetes,Ascomycota
Psilocistella.sp6.,Discoid,Thin,No,3.5,21.99114858,Psilocistella,Hyaloscyphaceae,Helotiales,Leotiomycetes,Ascomycota
Pycnoporellus.fulgens,Pileate,Thin,No,1.8,38.17035074,Pycnoporellus,Fomitopsidaceae,Polyporales,Agaricomycetes,Basidiomycota
Radulomyces.confluens,Resupinate,Thick,Yes,1,299.2980595,Radulomyces,Pterulaceae,Agaricales,Agaricomycetes,Basidiomycota
Rectipilus.fasciculatus,Resupinate,Thin,No,1.916666667,40.64435496,Rectipilus,Marasmiaceae,Agaricales,Agaricomycetes,Basidiomycota
Repetobasidium.vile,Resupinate,Thin,No,2.8,34.36116965,Repetobasidium,Repetobasidiaceae,Hymenochaetales,Agaricomycetes,Basidiomycota
Resinicium.bicolor,Resupinate,Thin,No,2.083333333,44.17864669,Resinicium,Meripilaceae,Polyporales,Agaricomycetes,Basidiomycota
Resinicium.furfuraceum,Resupinate,Thin,No,1.909090909,31.18276146,Resinicium,Meripilaceae,Polyporales,Agaricomycetes,Basidiomycota
Resupinatus.poriaeformis,Resupinate,Thin,No,1,113.6495686,Resupinatus,Tricholomataceae,Agaricales,Agaricomycetes,Basidiomycota
Rhizochaete.sulphurina,Resupinate,Thin,No,1.818181818,29.69786805,Rhizochaete,Amylocorticiaceae,Boletales,Agaricomycetes,Basidiomycota
Rhizochaete.violascens,Resupinate,Thin,No,1.692307692,45.62672455,Rhizochaete,Amylocorticiaceae,Boletales,Agaricomycetes,Basidiomycota
Rhizoctonia.fusisporus,Resupinate,Thick,No,6.25,39.26990817,Rhizoctonia,Ceratobasidiaceae,Cantharellales,Agaricomycetes,Basidiomycota
Rhizoctonia.ochracea,Resupinate,Thin,No,1.142857143,307.8760801,Rhizoctonia,Ceratobasidiaceae,Cantharellales,Agaricomycetes,Basidiomycota
Rhizoctonia.pseudocornigerum,Resupinate,Thin,No,2.857142857,96.21127502,Rhizoctonia,Ceratobasidiaceae,Cantharellales,Agaricomycetes,Basidiomycota
Rhodonia.placenta,Resupinate,Thin,No,2.16,26.50718801,Rhodonia,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota
Roridomyces.roridus,Gilled,Thin,No,2.210526316,186.0657336,Roridomyces,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota
Schizospora.paradoxa,Resupinate,Thin,No,1.480519481,66.35691638,Schizospora,Schizoporaceae,Hymenochaetales,Agaricomycetes,Basidiomycota
Scopuloides.rimosa,Resupinate,Thin,No,2.285714286,9.621127502,Scopuloides,Meruliaceae,Polyporales,Agaricomycetes,Basidiomycota
Scutellinia.scutellata,Discoid,Thick,Yes,1.681818182,1758.113789,Scutellinia,Pyronemataceae,Pezizales,Pezizomycetes,Ascomycota
Scytinostroma.galactinum,Resupinate,Thin,No,1.9,23.31650798,Scytinostroma,Lachnocladiaceae,Russulales,Agaricomycetes,Basidiomycota
Scytinostromella.heterogenea,Resupinate,Thick,Yes,1.416666667,30.04147975,Scytinostromella,Lachnocladiaceae,Russulales,Agaricomycetes,Basidiomycota
Sebacina.grisea,Resupinate,Thin,No,2.5,178.9235191,Sebacina,Sebacinaceae,Auriculariales,Agaricomycetes,Basidiomycota
Serpula.himantioides,Resupinate,Thick,Yes,1.909090909,249.4620916,Serpula,Serpulaceae,Boletales,Agaricomycetes,Basidiomycota
Sidera.lunata,Resupinate,Thin,No,2.5,4.313799412,Sidera,Repetobasidiaceae,Hymenochaetales,Agaricomycetes,Basidiomycota
Simocybe.centunculus,Gilled,Thick,No,1.45,142.3534171,Simocybe,Inocybeceae,Agaricales,Agaricomycetes,Basidiomycota
Simocybe.haustellaris,Gilled,Thick,No,1.545454545,201.9455028,Simocybe,Inocybeceae,Agaricales,Agaricomycetes,Basidiomycota
Sistotrema.aff.binucleosporum,Resupinate,Thin,No,2.151515152,7.590775074,Sistotrema,Hydnaceae,Cantharellales,Agaricomycetes,Basidiomycota
Sistotrema.aff.farinaceum,Resupinate,Thin,No,1.416666667,15.38123763,Sistotrema,Hydnaceae,Cantharellales,Agaricomycetes,Basidiomycota
Sistotrema.brinkmannii,Resupinate,Thin,No,2.023809524,14.72032508,Sistotrema,Hydnaceae,Cantharellales,Agaricomycetes,Basidiomycota
Sistotrema.coroniferum,Resupinate,Thin,No,2.666666667,23.85646921,Sistotrema,Hydnaceae,Cantharellales,Agaricomycetes,Basidiomycota
Sistotrema.coronilla,Resupinate,Thin,No,2.470588235,18.6194588,Sistotrema,Hydnaceae,Cantharellales,Agaricomycetes,Basidiomycota
Sistotrema.octosporum.coll,Resupinate,Thin,No,1.818181818,29.69786805,Sistotrema,Hydnaceae,Cantharellales,Agaricomycetes,Basidiomycota
Sistotrema.porulosum,Resupinate,Thin,No,1.7,20.86213872,Sistotrema,Hydnaceae,Cantharellales,Agaricomycetes,Basidiomycota
Sistotrema.raduloides,Resupinate,Thin,No,2.5,53.01437603,Sistotrema,Hydnaceae,Cantharellales,Agaricomycetes,Basidiomycota
Sistotrema.resinicystidium,Resupinate,Thin,No,1.8,22.08932335,Sistotrema,Hydnaceae,Cantharellales,Agaricomycetes,Basidiomycota
Sistotrema.sernanderi,Resupinate,Thin,No,2.181818182,35.63744166,Sistotrema,Hydnaceae,Cantharellales,Agaricomycetes,Basidiomycota
Sistotrema.sp.nov.,Resupinate,Thin,No,1.785714286,3.848451001,Sistotrema,Hydnaceae,Cantharellales,Agaricomycetes,Basidiomycota
Sistotremastrum.suecicum,Resupinate,Thin,No,3,12.62772985,Sistotremastrum,Hydnodontaceae,Trechisporales,Agaricomycetes,Basidiomycota
Sistotremella.perpusilla,Resupinate,Thick,No,1.777777778,15.90431281,Sistotremella,Hydnodontaceae,Trechisporales,Agaricomycetes,Basidiomycota
Skeletocutis.amorpha,Pileate,Thin,No,2.769230769,4.778362426,Skeletocutis,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota
Skeletocutis.biguttulata,Resupinate,Thin,No,3.821428571,8.235685141,Skeletocutis,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota
Skeletocutis.brevispora,Resupinate,Thin,No,2.666666667,5.15299735,Skeletocutis,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota
Skeletocutis.carneogrisea,Pileate,Thin,No,3.142857143,2.857474868,Skeletocutis,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota
Skeletocutis.kuehneri,Resupinate,Thin,No,4.44,1.784424627,Skeletocutis,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota
Skeletocutis.nivea,Pileate,Thin,No,6,1.988039101,Skeletocutis,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota
Skeletocutis.papyracea.subincarnata,Resupinate,Thin,No,3.103448276,7.430848373,Skeletocutis,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota
Skeletocutis.stellae,Resupinate,Thin,No,4.25,3.337942194,Skeletocutis,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota
Sphaerobasidium.minutum,Resupinate,Thin,No,1.384615385,37.33095645,Sphaerobasidium,Hydnodontaceae,Trechisporales,Agaricomycetes,Basidiomycota
Sphaerostilbella.berkeleyana,Resupinate,Thin,Yes,3.142857143,105.8324025,Sphaerostilbella,Hypocreaceae,Hypocreales,Sordariomycetes,Ascomycota
Steccherinum.lacerum,Resupinate,Thin,No,1.34375,34.58265193,Steccherinum,Meruliaceae,Polyporales,Agaricomycetes,Basidiomycota
Steccherinum.ochraceum,Resupinate,Thin,No,1.425531915,14.53016055,Steccherinum,Meruliaceae,Polyporales,Agaricomycetes,Basidiomycota
Stereum.hirsutum,Pileate,Thin,No,2.166666667,45.94579256,Stereum,Stereaceae,Russulales,Agaricomycetes,Basidiomycota
Stereum.rugosum,Pileate,Thin,No,1.9,186.5320638,Stereum,Stereaceae,Russulales,Agaricomycetes,Basidiomycota
Stereum.sanguinolentum,Pileate,Thin,No,3,63.61725124,Stereum,Stereaceae,Russulales,Agaricomycetes,Basidiomycota
Stereum.subtomentosum,Pileate,Thin,No,3,26.83852786,Stereum,Stereaceae,Russulales,Agaricomycetes,Basidiomycota
Stictis.cf.mollis,Discoid,Thin,No,91.82692308,649.0078033,Stictis,Stictidaceae,Ostropales,Lecanoromycetes,Ascomycota
Stictis.sp1.,Discoid,Thin,No,65.2173913,77.90168033,Stictis,Stictidaceae,Ostropales,Lecanoromycetes,Ascomycota
Strossmayeria.basitricha,Discoid,Thick,No,8.25,414.6902303,Strossmayeria,Helotiaceae,Helotiales,Leotiomycetes,Ascomycota
Strossmayeria.nigra,Discoid,Thick,No,8.783783784,349.4432778,Strossmayeria,Helotiaceae,Helotiales,Leotiomycetes,Ascomycota
Stypella.dubia,Resupinate,Thin,No,1.5,75.39822369,Stypella,Auriculariaceae,Auriculariales,Agaricomycetes,Basidiomycota
Stypella.vermiformis,Resupinate,Thin,No,1.333333333,55.22330836,Stypella,Exidiaceae,Auriculariales,Agaricomycetes,Basidiomycota
Subulicystidium.longisporum,Resupinate,Thin,No,4.909090909,80.18424374,Subulicystidium,Hydnodontaceae,Trechisporales,Agaricomycetes,Basidiomycota
Suillosporium.cystidiatum,Resupinate,Thin,No,3.25,163.362818,Suillosporium,Botryobasidiaceae,Cantharellales,Agaricomycetes,Basidiomycota
